key,price,review_scores_rating
Amsterdam,118.27657301570345,95.15714133105438
Beijing,343.6316337148803,94.91794261929537
Las Vegas,72.10071942446044,95.48920863309353
Los Angeles,96.61832829808661,95.03973267417376
Madrid,55.24670391061453,92.67329608938547
New York,109.04707046023157,94.05573980333973
Paris,77.28138827433628,92.97464970501476
Sydney,112.72917631798389,93.50940424349115
