booking_provider,checkIn,checkOut,hotel_features,hotel_name,locality,no_of_deals,price_per_night,reviews,tripadvisor_rating,url
Booking.com,2019/03/29,2019/03/30,"Free Wifi,Free parking",Royal Pagoda Motel,los angeles,6,$139,141 ,3.5 ,http://www.tripadvisor.com/Hotel_Review-g32655-d613137-Reviews-Royal_Pagoda_Motel-Los_Angeles_California.html
Booking.com,2019/03/29,2019/03/30,"Visit hotel website,Free Wifi,Free parking,Breakfast included",Holiday Inn Express - Los Angeles Downtown West,los angeles,11,$179,212 ,3.5 ,http://www.tripadvisor.com/Hotel_Review-g32655-d84286-Reviews-Holiday_Inn_Express_Los_Angeles_Downtown_West-Los_Angeles_California.html
Booking.com,2019/03/29,2019/03/30,"Free Wifi,Free parking,Breakfast included",Rodeway Inn Convention Center,los angeles,13,$149,205 ,3.5 ,http://www.tripadvisor.com/Hotel_Review-g32655-d223042-Reviews-Rodeway_Inn_Convention_Center-Los_Angeles_California.html
Orbitz.com,2019/03/29,2019/03/30,"Free Wifi,Breakfast included,Pool",Rodeway Inn Hollywood,los angeles,14,$150,337 ,3 ,http://www.tripadvisor.com/Hotel_Review-g32655-d504815-Reviews-Rodeway_Inn_Hollywood-Los_Angeles_California.html
Orbitz.com,2019/03/29,2019/03/30,"Visit hotel website,Free Wifi,Free parking,Breakfast included",Holiday Inn Express Van Nuys,los angeles,11,$189,212 ,3.5 ,http://www.tripadvisor.com/Hotel_Review-g32655-d82494-Reviews-Holiday_Inn_Express_Van_Nuys-Los_Angeles_California.html
Booking.com,2019/03/29,2019/03/30,"Free Wifi,Breakfast included,Pool",Good Nite Inn West Los Angeles,los angeles,6,$139,294 ,3.5 ,http://www.tripadvisor.com/Hotel_Review-g32655-d82633-Reviews-Good_Nite_Inn_West_Los_Angeles-Los_Angeles_California.html
Booking.com,2019/03/29,2019/03/30,Free Wifi,American Hotel,los angeles,8,$119,36 ,3.5 ,http://www.tripadvisor.com/Hotel_Review-g32655-d11728963-Reviews-American_Hotel-Los_Angeles_California.html
Booking.com,2019/03/29,2019/03/30,"Visit hotel website,Free parking,Breakfast included",Super 8 by Wyndham Los Angeles/Alhambra,los angeles,16,$110,326 ,3.5 ,http://www.tripadvisor.com/Hotel_Review-g32655-d235133-Reviews-Super_8_by_Wyndham_Los_Angeles_Alhambra-Los_Angeles_California.html
Expedia.com,2019/03/29,2019/03/30,Free Wifi,Legend Hotel Hollywood,los angeles,10,$185,205 ,3.5 ,http://www.tripadvisor.com/Hotel_Review-g32655-d225809-Reviews-Legend_Hotel_Hollywood-Los_Angeles_California.html
Booking.com,2019/03/29,2019/03/30,"Free Wifi,Pool","Tilt Hotel Universal / Hollywood, an Ascend Hotel Collection Member",los angeles,17,$209,310 ,3.5 ,http://www.tripadvisor.com/Hotel_Review-g32655-d240875-Reviews-Tilt_Hotel_Universal_Hollywood_an_Ascend_Hotel_Collection_Member-Los_Angeles_California.html
Booking.com,2019/03/29,2019/03/30,"Visit hotel website,Free Wifi,Free parking,Breakfast included",Super 8 by Wyndham Canoga Park,los angeles,13,$107,148 ,3.5 ,http://www.tripadvisor.com/Hotel_Review-g32655-d252254-Reviews-Super_8_by_Wyndham_Canoga_Park-Los_Angeles_California.html
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Beachfront",Ocean Lodge Hotel,los angeles,11,$229,190 ,3.5 ,http://www.tripadvisor.com/Hotel_Review-g33052-d594272-Reviews-Ocean_Lodge_Hotel-Santa_Monica_California.html
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Breakfast included,Room service",850 Hotel,los angeles,10,$249,13 ,4 ,http://www.tripadvisor.com/Hotel_Review-g33252-d15101845-Reviews-850_Hotel-West_Hollywood_California.html
Hostelworld.com,2019/03/29,2019/03/30,"Free Wifi,Free parking",PodShare Venice,los angeles,9,$120,20 ,4.5 ,http://www.tripadvisor.com/Hotel_Review-g32655-d12414225-Reviews-PodShare_Venice-Los_Angeles_California.html
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Free parking,Breakfast included",Knights Inn Los Angeles Central/Convention Center Area,los angeles,12,$129,196 ,3.5 ,http://www.tripadvisor.com/Hotel_Review-g32655-d589309-Reviews-Knights_Inn_Los_Angeles_Central_Convention_Center_Area-Los_Angeles_California.html
Booking.com,2019/03/29,2019/03/30,"Free Wifi,Free parking,Breakfast included",Americas Best Value Inn & Suites Granada Hills,los angeles,11,$127,96 ,3.5 ,http://www.tripadvisor.com/Hotel_Review-g32655-d553345-Reviews-Americas_Best_Value_Inn_Suites_Granada_Hills-Los_Angeles_California.html
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Free parking,Breakfast included",Jolly Roger Hotel,los angeles,11,$161,270 ,3.5 ,http://www.tripadvisor.com/Hotel_Review-g32684-d119380-Reviews-Jolly_Roger_Hotel-Marina_del_Rey_California.html
Booking.com,2019/03/29,2019/03/30,"Free Wifi,Free parking",Encore Motel,los angeles,5,$120,66 ,3.5 ,http://www.tripadvisor.com/Hotel_Review-g32655-d2698092-Reviews-Encore_Motel-Los_Angeles_California.html
Booking.com,2019/03/29,2019/03/30,"Free Wifi,Free parking,Breakfast included",Knights Inn Woodland Hills,los angeles,12,$122,72 ,3.5 ,http://www.tripadvisor.com/Hotel_Review-g32655-d1007413-Reviews-Knights_Inn_Woodland_Hills-Los_Angeles_California.html
Expedia.com,2019/03/29,2019/03/30,"Visit hotel website,Free Wifi,Breakfast included",Cinema Suites Bed & Breakfast,los angeles,7,$125,138 ,3.5 ,http://www.tripadvisor.com/Hotel_Review-g32655-d736944-Reviews-Cinema_Suites_Bed_Breakfast-Los_Angeles_California.html
Hostelworld.com,2019/03/29,2019/03/30,Free Wifi,Melrose Hostel,los angeles,8,$58,15 ,4.5 ,http://www.tripadvisor.com/Hotel_Review-g32655-d12608629-Reviews-Melrose_Hostel-Los_Angeles_California.html
