booking_provider,checkIn,checkOut,hotel_features,hotel_name,locality,no_of_deals,price_per_night,reviews,tripadvisor_rating,url
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Pool,Visit hotel website","Shangri-La China World Summit Wing, Beijing",beijing,13,$268,1264 ,5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d1649711-Reviews-Shangri_La_China_World_Summit_Wing_Beijing-Beijing.html
Orbitz.com,2019/03/29,2019/03/30,"Free Wifi,Free parking",The Bulgari Hotel Beijing,beijing,9,$444,623 ,5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d12901778-Reviews-The_Bulgari_Hotel_Beijing-Beijing.html
Expedia.com,2019/03/29,2019/03/30,"Pool,Restaurant,Visit hotel website",Hilton Beijing,beijing,15,$275,1605 ,4 ,http://www.tripadvisor.com/Hotel_Review-g294212-d305313-Reviews-Hilton_Beijing-Beijing.html
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Free parking,Visit hotel website",The Opposite House,beijing,13,$211,1464 ,5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d1144145-Reviews-The_Opposite_House-Beijing.html
Booking.com,2019/03/29,2019/03/30,"Free Wifi,Free parking",Great Wall Box House (Beijing),beijing,5,$59,250 ,5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d2057594-Reviews-Great_Wall_Box_House_Beijing-Beijing.html
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Pool,Visit hotel website","The Imperial Mansion, Beijing Marriott Executive Apartments",beijing,13,$190,485 ,4.5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d3538654-Reviews-The_Imperial_Mansion_Beijing_Marriott_Executive_Apartments-Beijing.html
Booking.com,2019/03/29,2019/03/30,"Free Wifi,Free parking,Visit hotel website","Sunrise Kempinski Hotel, Beijing",beijing,12,$251,693 ,5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d6387181-Reviews-Sunrise_Kempinski_Hotel_Beijing-Beijing.html
Travelocity,2019/03/29,2019/03/30,"Free Wifi,Pool,Visit hotel website",InterContinental Beijing Sanlitun,beijing,13,$260,496 ,5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d10087908-Reviews-InterContinental_Beijing_Sanlitun-Beijing.html
Booking.com,2019/03/29,2019/03/30,"Free Wifi,Restaurant",Red Lantern House,beijing,5,$41,338 ,4 ,http://www.tripadvisor.com/Hotel_Review-g294212-d569048-Reviews-Red_Lantern_House-Beijing.html
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Free parking,Visit hotel website",The St. Regis Beijing,beijing,13,$171,1304 ,4.5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d301770-Reviews-The_St_Regis_Beijing-Beijing.html
Trip.com,2019/03/29,2019/03/30,"Free Wifi,Pool",Tangla Hotel Beijing,beijing,10,$90,370 ,4.5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d447335-Reviews-Tangla_Hotel_Beijing-Beijing.html
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Pool",Wanda Vista Beijing,beijing,13,$149,1644 ,4.5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d658810-Reviews-Wanda_Vista_Beijing-Beijing.html
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Pool,Visit hotel website",Hotel Jen Beijing,beijing,13,$149,396 ,4.5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d12128719-Reviews-Hotel_Jen_Beijing-Beijing.html
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Free parking,Visit hotel website",Holiday Inn Express Shangdi,beijing,12,$84,328 ,4.5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d640186-Reviews-Holiday_Inn_Express_Shangdi-Beijing.html
Orbitz.com,2019/03/29,2019/03/30,"Free Wifi,Pool,Visit hotel website",Regent Beijing,beijing,16,$141,1860 ,4.5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d635006-Reviews-Regent_Beijing-Beijing.html
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Free parking,Visit hotel website",JW Marriott Hotel Beijing Central,beijing,14,$164,629 ,4.5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d6833779-Reviews-JW_Marriott_Hotel_Beijing_Central-Beijing.html
Orbitz.com,2019/03/29,2019/03/30,"Free Wifi,Free parking,Visit hotel website",Rosewood Beijing,beijing,15,$281,592 ,5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d4218386-Reviews-Rosewood_Beijing-Beijing.html
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Pool,Visit hotel website",Crowne Plaza Beijing Chaoyang U-Town,beijing,14,$178,571 ,4 ,http://www.tripadvisor.com/Hotel_Review-g294212-d1976999-Reviews-Crowne_Plaza_Beijing_Chaoyang_U_Town-Beijing.html
Conrad,2019/03/29,2019/03/30,"Pool,Restaurant,Visit hotel website",Conrad Beijing,beijing,14,$164,726 ,4.5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d3256850-Reviews-Conrad_Beijing-Beijing.html
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Free parking,Visit hotel website",Brickyard Retreat at Mutianyu Great Wall,beijing,9,$222,486 ,4.5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d1734000-Reviews-Brickyard_Retreat_at_Mutianyu_Great_Wall-Beijing.html
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Free parking,Visit hotel website",Renaissance Beijing Capital Hotel,beijing,15,$171,2127 ,4.5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d1164295-Reviews-Renaissance_Beijing_Capital_Hotel-Beijing.html
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Pool,Visit hotel website",The Westin Beijing Chaoyang,beijing,14,$193,1531 ,4.5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d1021813-Reviews-The_Westin_Beijing_Chaoyang-Beijing.html
Booking.com,2019/03/29,2019/03/30,"Free Wifi,Breakfast included,Visit hotel website",Holiday Inn Express Beijing Huacai,beijing,13,$76,246 ,4 ,http://www.tripadvisor.com/Hotel_Review-g294212-d1145974-Reviews-Holiday_Inn_Express_Beijing_Huacai-Beijing.html
Booking.com,2019/03/29,2019/03/30,"Free Wifi,Free parking,Visit hotel website",Holiday Inn Express Beijing Yizhuang,beijing,11,$103,113 ,4.5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d5970238-Reviews-Holiday_Inn_Express_Beijing_Yizhuang-Beijing.html
Booking.com,2019/03/29,2019/03/30,"Free Wifi,Free parking",Grand Mercure Beijing Dongcheng,beijing,15,$110,265 ,4 ,http://www.tripadvisor.com/Hotel_Review-g294212-d305051-Reviews-Grand_Mercure_Beijing_Dongcheng-Beijing.html
Booking.com,2019/03/29,2019/03/30,"Free Wifi,Pool,Visit hotel website",The Westin Beijing Financial Street,beijing,12,$141,1748 ,4.5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d615969-Reviews-The_Westin_Beijing_Financial_Street-Beijing.html
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Free parking,Visit hotel website",Crowne Plaza Beijing Zhongguancun,beijing,14,$221,515 ,4 ,http://www.tripadvisor.com/Hotel_Review-g294212-d1145923-Reviews-Crowne_Plaza_Beijing_Zhongguancun-Beijing.html
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Pool,Visit hotel website",The Peninsula Beijing,beijing,15,$297,469 ,5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d302020-Reviews-The_Peninsula_Beijing-Beijing.html
Expedia.com,2019/03/29,2019/03/30,"Free parking,Pool,Visit hotel website",Courtyard Beijing Northeast,beijing,13,$152,486 ,4 ,http://www.tripadvisor.com/Hotel_Review-g294212-d1100800-Reviews-Courtyard_Beijing_Northeast-Beijing.html
Trip.com,2019/03/29,2019/03/30,"Free Wifi,Free parking",Gehua New Century Hotel,beijing,10,$246,244 ,4 ,http://www.tripadvisor.com/Hotel_Review-g294212-d1175214-Reviews-Gehua_New_Century_Hotel-Beijing.html
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Pool,Visit hotel website","The Ritz-Carlton Beijing, Financial Street",beijing,14,$191,1538 ,4.5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d604488-Reviews-The_Ritz_Carlton_Beijing_Financial_Street-Beijing.html
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Free parking,Visit hotel website",Crowne Plaza Beijing Lido,beijing,14,$236,374 ,4.5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d6457432-Reviews-Crowne_Plaza_Beijing_Lido-Beijing.html
Booking.com,2019/03/29,2019/03/30,"Free Wifi,Free parking",Flower Yard,beijing,5,$89,95 ,5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d7051308-Reviews-Flower_Yard-Beijing.html
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Pool,Visit hotel website",Holiday Inn Beijing Chang An West,beijing,13,$87,314 ,4 ,http://www.tripadvisor.com/Hotel_Review-g294212-d305319-Reviews-Holiday_Inn_Beijing_Chang_An_West-Beijing.html
Expedia.com,2019/03/29,2019/03/30,"Pool,Restaurant,Visit hotel website",Sheraton Grand Beijing Dongcheng Hotel,beijing,14,$274,763 ,4.5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d2139683-Reviews-Sheraton_Grand_Beijing_Dongcheng_Hotel-Beijing.html
Trip.com,2019/03/29,2019/03/30,"Free Wifi,Restaurant",Grand Gongda Jianguo Hotel,beijing,5,$90,220 ,4 ,http://www.tripadvisor.com/Hotel_Review-g294212-d1404197-Reviews-Grand_Gongda_Jianguo_Hotel-Beijing.html
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Pool,Visit hotel website",JW Marriott Hotel Beijing,beijing,13,$171,2161 ,4.5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d813649-Reviews-JW_Marriott_Hotel_Beijing-Beijing.html
Booking.com,2019/03/29,2019/03/30,"Free Wifi,Pool",The Kunlun Beijing,beijing,13,$178,772 ,4.5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d305324-Reviews-The_Kunlun_Beijing-Beijing.html
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Pool,Visit hotel website",Beijing Marriott Hotel Northeast,beijing,12,$193,743 ,4.5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d1415055-Reviews-Beijing_Marriott_Hotel_Northeast-Beijing.html
Hotels.com,2019/03/29,2019/03/30,"Free Wifi,Free parking,Visit hotel website",Yanqi Hotel Beijing Managed by Kempinski,beijing,6,$251,119 ,5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d7745760-Reviews-Yanqi_Hotel_Beijing_Managed_by_Kempinski-Beijing.html
Booking.com,2019/03/29,2019/03/30,"Free Wifi,Free parking",Tianfu Zunya Beijing Chang'an Hotel,beijing,0,$201,1363 ,4.5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d2203228-Reviews-Tianfu_Zunya_Beijing_Chang_an_Hotel-Beijing.html
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Pool,Visit hotel website","The Ritz-Carlton, Beijing",beijing,14,$191,1504 ,4.5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d603514-Reviews-The_Ritz_Carlton_Beijing-Beijing.html
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Free parking",Pangu 7 Star Hotel Beijing,beijing,14,$355,272 ,4.5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d1404207-Reviews-Pangu_7_Star_Hotel_Beijing-Beijing.html
Priceline,2019/03/29,2019/03/30,"Free Wifi,Breakfast included,Visit hotel website",Shichahai Sandalwood Boutique Hotel,beijing,11,$504,178 ,4.5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d1489823-Reviews-Shichahai_Sandalwood_Boutique_Hotel-Beijing.html
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Pool",China National Convention Center Grand Hotel,beijing,12,$425,340 ,4 ,http://www.tripadvisor.com/Hotel_Review-g294212-d1638352-Reviews-China_National_Convention_Center_Grand_Hotel-Beijing.html
Trip.com,2019/03/29,2019/03/30,"Free Wifi,Free parking",Aman Summer Palace,beijing,0,$712,349 ,4.5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d1846201-Reviews-Aman_Summer_Palace-Beijing.html
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Pool,Visit hotel website",Park Hyatt Beijing,beijing,15,$268,1020 ,4.5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d1021811-Reviews-Park_Hyatt_Beijing-Beijing.html
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Spa",Ramada Beijing North,beijing,14,$109,165 ,4.5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d2224898-Reviews-Ramada_Beijing_North-Beijing.html
Trip.com,2019/03/29,2019/03/30,"Free Wifi,Restaurant",Hotel Kapok Beijing,beijing,12,$100,1131 ,4 ,http://www.tripadvisor.com/Hotel_Review-g294212-d793789-Reviews-Hotel_Kapok_Beijing-Beijing.html
Booking.com,2019/03/29,2019/03/30,"Free Wifi,Breakfast included",The Emperor Qianmen Beijing,beijing,13,$119,408 ,4 ,http://www.tripadvisor.com/Hotel_Review-g294212-d4789849-Reviews-The_Emperor_Qianmen_Beijing-Beijing.html
Booking.com,2019/03/29,2019/03/30,"Free Wifi,Breakfast included",Beijing Sihe Courtyard Hotel,beijing,11,$60,460 ,4 ,http://www.tripadvisor.com/Hotel_Review-g294212-d653138-Reviews-Beijing_Sihe_Courtyard_Hotel-Beijing.html
Booking.com,2019/03/29,2019/03/30,"Free Wifi,Restaurant",Sunworld Hotel Beijing,beijing,15,$77,655 ,4 ,http://www.tripadvisor.com/Hotel_Review-g294212-d317867-Reviews-Sunworld_Hotel_Beijing-Beijing.html
Booking.com,2019/03/29,2019/03/30,"Free Wifi,Pool",Novotel Beijing Peace,beijing,15,$102,2849 ,4 ,http://www.tripadvisor.com/Hotel_Review-g294212-d300154-Reviews-Novotel_Beijing_Peace-Beijing.html
Booking.com,2019/03/29,2019/03/30,"Free Wifi,Restaurant",Jingshan Garden Hotel,beijing,11,$94,203 ,4.5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d2176982-Reviews-Jingshan_Garden_Hotel-Beijing.html
Booking.com,2019/03/29,2019/03/30,"Free Wifi,Restaurant",Inner Mongolia Grand Hotel,beijing,10,$92,478 ,4 ,http://www.tripadvisor.com/Hotel_Review-g294212-d1894997-Reviews-Inner_Mongolia_Grand_Hotel-Beijing.html
Trip.com,2019/03/29,2019/03/30,"Free Wifi,Pool",Capital Hotel Beijing,beijing,15,$108,859 ,4 ,http://www.tripadvisor.com/Hotel_Review-g294212-d300859-Reviews-Capital_Hotel_Beijing-Beijing.html
Booking.com,2019/03/29,2019/03/30,"Free Wifi,Restaurant,Visit hotel website",pentahotel Beijing,beijing,14,$95,1311 ,4 ,http://www.tripadvisor.com/Hotel_Review-g294212-d523998-Reviews-Pentahotel_Beijing-Beijing.html
Booking.com,2019/03/29,2019/03/30,"Free Wifi,Visit hotel website",Beijing Siheju Courtyard Hotel,beijing,7,$68,120 ,4.5 ,http://www.tripadvisor.com/Hotel_Review-g294212-d1414251-Reviews-Beijing_Siheju_Courtyard_Hotel-Beijing.html
