booking_provider,checkIn,checkOut,hotel_features,hotel_name,locality,no_of_deals,price_per_night,reviews,tripadvisor_rating,url
Booking.com,2019/03/29,2019/03/30,"Restaurant,Room service",Ibis Sydney Darling Harbour,sydney,14,$102,2834 ,3.5 ,http://www.tripadvisor.com/Hotel_Review-g255060-d256563-Reviews-Ibis_Sydney_Darling_Harbour-Sydney_New_South_Wales.html
Expedia.com,2019/03/29,2019/03/30,"Restaurant,Room service",Travelodge Hotel Sydney Wynyard,sydney,14,$121,6263 ,3.5 ,http://www.tripadvisor.com/Hotel_Review-g255060-d257290-Reviews-Travelodge_Hotel_Sydney_Wynyard-Sydney_New_South_Wales.html
Orbitz.com,2019/03/29,2019/03/30,"Pool,Restaurant",Metro Hotel Marlow Sydney Central,sydney,15,$83,1778 ,3.5 ,http://www.tripadvisor.com/Hotel_Review-g255060-d257308-Reviews-Metro_Hotel_Marlow_Sydney_Central-Sydney_New_South_Wales.html
Expedia.com,2019/03/29,2019/03/30,Visit hotel website,BreakFree on George,sydney,15,$100,2580 ,3.5 ,http://www.tripadvisor.com/Hotel_Review-g255060-d1019381-Reviews-BreakFree_on_George-Sydney_New_South_Wales.html
Expedia.com,2019/03/29,2019/03/30,Free Wifi,Ibis budget Sydney East,sydney,13,$80,209 ,4 ,http://www.tripadvisor.com/Hotel_Review-g255060-d498202-Reviews-Ibis_budget_Sydney_East-Sydney_New_South_Wales.html
Booking.com,2019/03/29,2019/03/30,"Pool,Restaurant,Visit hotel website",Pullman Sydney Hyde Park,sydney,15,$295,2602 ,4 ,http://www.tripadvisor.com/Hotel_Review-g255060-d255673-Reviews-Pullman_Sydney_Hyde_Park-Sydney_New_South_Wales.html
Expedia.com,2019/03/29,2019/03/30,"Pool,Restaurant",Sydney Central YHA,sydney,15,$95,806 ,4 ,http://www.tripadvisor.com/Hotel_Review-g255060-d259222-Reviews-Sydney_Central_YHA-Sydney_New_South_Wales.html
Expedia.com,2019/03/29,2019/03/30,"Beachfront,Pool,Visit hotel website",Novotel Sydney Manly Pacific,sydney,15,$138,2280 ,4 ,http://www.tripadvisor.com/Hotel_Review-g552103-d276957-Reviews-Novotel_Sydney_Manly_Pacific-Manly_Greater_Sydney_New_South_Wales.html
FourPoints.com,2019/03/29,2019/03/30,"Free Wifi,Restaurant,Visit hotel website","Four Points by Sheraton, Sydney Central Park",sydney,11,$122,127 ,4.5 ,http://www.tripadvisor.com/Hotel_Review-g255060-d14171583-Reviews-Four_Points_by_Sheraton_Sydney_Central_Park-Sydney_New_South_Wales.html
Expedia.com,2019/03/29,2019/03/30,"Beachfront,Pool,Visit hotel website",Crowne Plaza Hotel Coogee Beach - Sydney,sydney,15,$139,1063 ,4 ,http://www.tripadvisor.com/Hotel_Review-g261609-d255383-Reviews-Crowne_Plaza_Hotel_Coogee_Beach_Sydney-Coogee_Randwick_Greater_Sydney_New_South_Wales.html
